journal_id,author_id,affiliation_id,journal_url,journal_identifier,journal_title,journal_doi,journal_cited_by
f8a37d55-fcbc-4c62-876e-37cc8e7276a5,a6a42110-5a31-4328-8370-01fdb6f08e63,e2787a34-f0d8-4bf2-aaae-5c6d21dfb0f3,https://api.elsevier.com/content/abstract/scopus_id/85208762357,SCOPUS_ID:85208762357,Multiproduct pipeline scheduling: A comprehensive bibliometric analysis and a systematic literature review,10.1016/j.compchemeng.2024.108911,0
f8a37d55-fcbc-4c62-876e-37cc8e7276a5,a6a42110-5a31-4328-8370-01fdb6f08e63,86f2b643-f45f-4cde-90b3-dab680f3c124,https://api.elsevier.com/content/abstract/scopus_id/85208762357,SCOPUS_ID:85208762357,Multiproduct pipeline scheduling: A comprehensive bibliometric analysis and a systematic literature review,10.1016/j.compchemeng.2024.108911,0
6a19604b-2e04-4973-a03e-8d73b28f979d,1204f286-b322-452e-ad8b-383ea1ec5eb0,cf25d99c-1101-4e9c-b12a-cf2000ba8ffe,https://api.elsevier.com/content/abstract/scopus_id/85205666950,SCOPUS_ID:85205666950,Global Trends and Issues in Child Marriage Research: Bibliometrics and Content Analysis,10.25133/JPSSV332025.024,0
74bc8373-30ad-4549-bbd9-ce15341aa645,251af653-31ca-4fed-b5c8-752c3a0666e1,29903cea-35e2-440e-b48a-04a1111c6a87,https://api.elsevier.com/content/abstract/scopus_id/85207154701,SCOPUS_ID:85207154701,The Covenant's veil: Ethiopian orthodox tradition of elaboration,,0
639fb3cb-c88b-4888-8947-1ea13eb2e58c,31559ce9-480a-4f1e-a3c5-2e3d4e75cbf3,5f63766c-32de-4727-9842-4ecd34acb771,https://api.elsevier.com/content/abstract/scopus_id/85205024918,SCOPUS_ID:85205024918,Institutional openness and analyst competition in China's capital market: Evidence of information acquisition advantages,10.1016/j.econmod.2024.106895,0
639fb3cb-c88b-4888-8947-1ea13eb2e58c,31559ce9-480a-4f1e-a3c5-2e3d4e75cbf3,b324aac9-7005-4965-a784-ae702d790c8f,https://api.elsevier.com/content/abstract/scopus_id/85205024918,SCOPUS_ID:85205024918,Institutional openness and analyst competition in China's capital market: Evidence of information acquisition advantages,10.1016/j.econmod.2024.106895,0
639fb3cb-c88b-4888-8947-1ea13eb2e58c,31559ce9-480a-4f1e-a3c5-2e3d4e75cbf3,30e40baf-fd69-4f54-82c1-a70fb1e53e16,https://api.elsevier.com/content/abstract/scopus_id/85205024918,SCOPUS_ID:85205024918,Institutional openness and analyst competition in China's capital market: Evidence of information acquisition advantages,10.1016/j.econmod.2024.106895,0
3b7417ae-1fee-40f5-a687-f045ecaf2596,34f98838-bff2-4c85-b85d-6291c2d459e5,296cf660-80d8-487c-a0f0-c4ba32d14c7a,https://api.elsevier.com/content/abstract/scopus_id/85201688745,SCOPUS_ID:85201688745,Bibliometric analysis of beneficial cannabis research: Performance analysis and science mapping from 2012 to 2022 and focus on Morocco,10.1016/j.toxrep.2024.101713,0
0a38829a-c2f3-4e57-b748-926aaa9559cf,77a89f7c-4b0f-4ace-96cf-a56e313fbf8b,01003373-eb33-4d87-a0f9-77866cfcf2d4,https://api.elsevier.com/content/abstract/scopus_id/85200252029,SCOPUS_ID:85200252029,The use of artificial intelligence to advance sustainable supply chain: retrospective and future avenues explored through bibliometric analysis,10.1007/s43621-024-00364-6,0
e0089e33-4d44-4e76-af14-944cf599260b,5c4f0fd6-b5a6-4d4a-bbf1-5d958e7a778f,73b456ad-f713-4087-8336-53bfa7529020,https://api.elsevier.com/content/abstract/scopus_id/85198722470,SCOPUS_ID:85198722470,"Exploring food consumption patterns in the province of Kenitra, Northwest of Morocco",10.1186/s12889-024-19335-7,1
72d7de12-07e5-4879-ae74-71858b96e8dc,76690a5c-efc7-47ca-86a6-322d1f7e0669,947c7299-1bff-4b1d-97b7-56175b0dacc3,https://api.elsevier.com/content/abstract/scopus_id/85197538382,SCOPUS_ID:85197538382,Saving behavior among immigrant and native youth,10.1186/s40878-024-00389-w,0
5c363649-1c12-4d50-bfcb-d131572ceb1a,29d7e9fd-8fcc-4275-a45e-72bd65e74f7f,1b2824f1-1c0c-439d-98f3-30d46328a642,https://api.elsevier.com/content/abstract/scopus_id/85208775698,SCOPUS_ID:85208775698,Interfaith marketing: A cross-religious approach,10.4324/9781003506010,0
df247c26-bdf3-4239-ba6f-e7365c9797a7,ca0ee351-e55f-4b3b-9489-83bacbac3cd0,801b29cc-a35f-4391-bc48-7a5439943f98,https://api.elsevier.com/content/abstract/scopus_id/85174581191,SCOPUS_ID:85174581191,What drives the use of crowdfunding by micro-entrepreneurs in Morocco? – exploring fundraiser motives and characteristics,10.1108/JEEE-04-2023-0177,0
2d3be1ab-0394-4f2d-914a-c7109f17e302,16764840-69b1-4df4-8f7a-8b3082661573,bcb4d651-1025-4e20-80f5-42c36d10c9ea,https://api.elsevier.com/content/abstract/scopus_id/85207212435,SCOPUS_ID:85207212435,Open innovation and internationalization of SMEs: a systematic literature review,10.1108/MBR-12-2023-0200,0
2d3be1ab-0394-4f2d-914a-c7109f17e302,16764840-69b1-4df4-8f7a-8b3082661573,5595ec5e-a9f6-46e2-9638-6361e947ddb1,https://api.elsevier.com/content/abstract/scopus_id/85207212435,SCOPUS_ID:85207212435,Open innovation and internationalization of SMEs: a systematic literature review,10.1108/MBR-12-2023-0200,0
01bccf3a-ba08-4956-8384-fcdc453c0066,2e6fc73e-edfa-443b-9c8f-dafee5013357,109bbd12-afdd-4895-b315-8e99505a8d1e,https://api.elsevier.com/content/abstract/scopus_id/85207728955,SCOPUS_ID:85207728955,Rebranding God: The Jewish Revival Movement between Homeland and Diaspora,10.3390/rel15101255,0
b1ae9920-af72-473a-be91-cd4979cb08f9,ebccbfef-7e1e-4977-bdd5-726122885559,16014a5c-4c7c-4d37-ab9d-42e67d99195e,https://api.elsevier.com/content/abstract/scopus_id/85202781009,SCOPUS_ID:85202781009,Thriving at work as a mediator between high-performance human resource practices and innovative behavior in the hotel industry: The moderating role of self-enhancement motive,10.1016/j.ijhm.2024.103897,0
eb75b7fa-e6f7-4422-866f-089ab781c967,8b7e970b-a8cb-4951-93a9-2f7454fb10d0,04a61d07-90bd-4601-b93a-82115bf48124,https://api.elsevier.com/content/abstract/scopus_id/85167569514,SCOPUS_ID:85167569514,Corporate risk disclosure and firm value: UK evidence,10.1002/ijfe.2871,1
6365c656-a2ad-4a80-af85-4016b4f6aee4,169b5282-a371-455c-968f-3292af54eda1,d6a019e0-085b-4b81-ae3e-12340c85fb1b,https://api.elsevier.com/content/abstract/scopus_id/85204087601,SCOPUS_ID:85204087601,"Financing for equity for women’s, children’s and adolescents’ health in low- and middle-income countries: A scoping review",10.1371/journal.pgph.0003573,0
963d88c2-f18a-4e68-aafe-04a8afe822e9,0fb7fdc5-cb0c-45fc-a400-baf28b3123a5,807dc36e-478b-4be2-b59a-c2737d8d3407,https://api.elsevier.com/content/abstract/scopus_id/85205657235,SCOPUS_ID:85205657235,"Recovering women's voices: Islam, citizenship, and patriarchy in Egypt",10.1108/9781836082484,0
ab1c371e-6d95-4784-8139-e928cd49a11a,4189ed60-b323-4109-a0e9-52b274b9f69d,2058d958-ca58-4ff9-8564-97f14dad6ab2,https://api.elsevier.com/content/abstract/scopus_id/85208013279,SCOPUS_ID:85208013279,Revolutionary emotions: The roots of revolutionary waves,10.1093/9780197774892.001.0001,0
c62ef3ef-1801-4e72-896b-1fa7535ad476,f954f942-0ab2-421a-b940-9ba6dd84ed6b,296cf660-80d8-487c-a0f0-c4ba32d14c7a,https://api.elsevier.com/content/abstract/scopus_id/85205962393,SCOPUS_ID:85205962393,Influencing Factors on Tourists’ Intentions for Sustainable Tourism Destinations: Moderating Effects of Financial Constraints and Moral Reflectiveness,10.1002/jtr.2772,0
749f5305-3e24-47c1-bbdc-3aa06cfd7016,848eb858-bdb1-4141-a245-c519a7d317e3,74c9689e-411b-46dd-990b-8d67943201c9,https://api.elsevier.com/content/abstract/scopus_id/85204793440,SCOPUS_ID:85204793440,Is it possible to manage energy politics? Exploring the direct and indirect effects of political factors on the acceptance of solar energy,10.1016/j.esr.2024.101532,0
3fde7389-261a-4751-b9cb-44463afd39f0,e447ef45-78bf-4b18-b1f2-7f294ee8ae12,87531f06-0270-46ec-80ba-ef450353b8f8,https://api.elsevier.com/content/abstract/scopus_id/85204167933,SCOPUS_ID:85204167933,Social and Health-related Changes in Hispanic Cancer Patients during the COVID-19 Lockdown,,0
c3bb05f3-6153-47d5-a9d2-4ec39097d5fc,2c271917-c532-42ef-9ba5-c8423b2cf6d7,44bb8273-6d24-44aa-b1eb-3e949e4dc576,https://api.elsevier.com/content/abstract/scopus_id/85197926410,SCOPUS_ID:85197926410,Genetic resources and genes/QTLs for gram pod borer (Helicoverpa armigera Hübner) resistance in chickpea from the Western Himalayas,10.1002/tpg2.20483,0
504d70e7-628a-45b1-8bd6-047955fe80d4,c97ee44d-ec5f-439b-b9c3-a1cb9b81a8b9,baca699c-12ab-4f38-9c2c-f2ddd0f521a2,https://api.elsevier.com/content/abstract/scopus_id/85200199536,SCOPUS_ID:85200199536,"Southeast Asia in pre- and post-COVID-19: Economy, society, mobility and religion",10.4324/9781003464051,0
5e83f15f-26ff-453d-9df8-e80faca930e9,e467864a-c29d-437c-9faf-57cddd736f14,3da82778-74d3-4936-a596-b23a8134fbb8,https://api.elsevier.com/content/abstract/scopus_id/85203198955,SCOPUS_ID:85203198955,An annotated checklist with a key to the genera of Australian psyllids (Hemiptera: Sternorrhyncha: Psylloidea),10.11646/zootaxa.5500.1.1,0
859e5900-2164-4037-b7bd-0fcdb0cd3a13,29008469-2640-4e3e-8d42-b1b615d3eabd,2ff2e537-b81d-4353-a4b5-32d0ccf165a4,https://api.elsevier.com/content/abstract/scopus_id/85202917093,SCOPUS_ID:85202917093,Religious beliefs and practices toward HPV vaccine acceptance in Islamic countries: A scoping review,10.1371/journal.pone.0309597,0
c5cbe117-d6aa-4c73-bce0-a9dda1bbee90,a1ad5ff5-a87b-40d5-bbbc-5a058772231a,41e328e1-41f0-4e46-9bd8-aef0dd551d9d,https://api.elsevier.com/content/abstract/scopus_id/85198267609,SCOPUS_ID:85198267609,"Ethnic bias, economic achievement and trust between large ethnic groups: A study in Germany and the U.S",10.1016/j.jebo.2024.07.003,1
fd487b4f-e035-4f42-8825-437567dccdcc,871d7cea-b30f-47d3-b91b-45855102d621,76a7d412-420d-4b85-af12-86cd0f0a51db,https://api.elsevier.com/content/abstract/scopus_id/85198194562,SCOPUS_ID:85198194562,Authorship patterns in Africa's groundwater literature: Indications for helicopter research?,10.1016/j.earscirev.2024.104859,0
2b0c6045-d775-4e8a-8cd0-9c84389d080e,5e6d5fa0-7109-44bb-ae7c-be368ee28f26,3330eb78-43d7-45db-be02-f223bc4f4349,https://api.elsevier.com/content/abstract/scopus_id/85201251868,SCOPUS_ID:85201251868,Religious responses to earthquake and volcanic eruption disasters,10.4324/9781003293484,0
5e171d51-b011-46e0-82bc-a2a53e524292,2c62c1a5-8953-4b5c-b218-98c6eacf0343,011783ca-1b81-436a-b4c0-bf87a64036e6,https://api.elsevier.com/content/abstract/scopus_id/85195415898,SCOPUS_ID:85195415898,Geopolitical risk and banking performance: evidence from emerging economies,10.1108/JRF-10-2023-0243,0
0e4089c4-dace-4775-9c3e-7b7166efee22,641012b8-82cd-411b-9d3f-46082156d2f9,2906cc76-4823-44c3-8f81-26780eb90d5a,https://api.elsevier.com/content/abstract/scopus_id/85201728359,SCOPUS_ID:85201728359,Digital transformation in public sector human resource management,10.4018/979-8-3693-2889-7,0
415c30bb-e32e-4571-a739-acefa11b4858,42fe5d33-6fd6-4035-81fe-c13cd430c5f4,23a6f6d0-7715-40e2-94f3-279f07e6083a,https://api.elsevier.com/content/abstract/scopus_id/85197145699,SCOPUS_ID:85197145699,"Swinglines: Rhythm, Timing, and Polymeter in Musical Phrasing",10.1093/oso/9780197659977.001.0001,0
f310430f-a0b9-4d69-8b5c-57790a73a4db,e6ef1f0b-7b53-4882-add3-885ad3fe68cc,91158795-6517-4e85-b4a9-56ecf489b158,https://api.elsevier.com/content/abstract/scopus_id/85192646506,SCOPUS_ID:85192646506,Internet and gender in Kazakhstan: A decolonial feminist perspective on women's roles in the digital age,10.4324/9781003469339,0
e191ee80-ad07-41a0-99b8-ef2a902667b0,010045e6-7a94-4b2e-83df-a818f4c63c22,d2f64085-e2ac-4329-80e8-007f550ed5c4,https://api.elsevier.com/content/abstract/scopus_id/85198837201,SCOPUS_ID:85198837201,"Tous les chemins mènent à Nouakchott Routes, usages et territoires dans la Mauritanie contemporaine All roads lead to Nouakchott Roads, uses and territories in contemporary Mauritania",10.3917/flux1.135.0059,0
41bc3691-5b3b-4d8f-90a0-f132b11afcb0,941b7080-1e75-4f6e-bc3f-259665e4f029,7aec4bb7-6cb6-45c2-b6a4-c4e43cbb89c4,https://api.elsevier.com/content/abstract/scopus_id/85199980124,SCOPUS_ID:85199980124,Likely Participants in Unconventional Political Activities in Nigeria,10.31920/2516-5305/2024/21n2a20,0
5060602d-385b-4ceb-a5f7-627126bc5ba8,47142bff-9ceb-4d9e-8fb4-df0d6ee2e24f,95e80e17-624e-4116-87ce-5ac04a2dc9d5,https://api.elsevier.com/content/abstract/scopus_id/85195788738,SCOPUS_ID:85195788738,The Role of Sentiment in the Democratic Transition: A Reading on the Determinants of the Revolution Spread (The Arabic Spring as A Model),10.35552/0247.38.6.2216,0
5060602d-385b-4ceb-a5f7-627126bc5ba8,47142bff-9ceb-4d9e-8fb4-df0d6ee2e24f,cea73fcb-c7f4-47fd-b49d-3b552a80367b,https://api.elsevier.com/content/abstract/scopus_id/85195788738,SCOPUS_ID:85195788738,The Role of Sentiment in the Democratic Transition: A Reading on the Determinants of the Revolution Spread (The Arabic Spring as A Model),10.35552/0247.38.6.2216,0
da7b6156-5b4d-4f67-b001-ae2817ca1472,3d9eac40-c41e-460a-a417-07ba21e509f5,ab5656c4-783f-4d40-a39f-613982ca1dee,https://api.elsevier.com/content/abstract/scopus_id/85194135365,SCOPUS_ID:85194135365,From order to reorder: Assessment of the living environment of hydropower resettlement for just energy transition in China,10.1016/j.egyr.2024.05.044,0
4a5d20f2-fe55-4225-acbf-64384ed414da,6c40b6e3-243f-4a9b-b787-34ae0de42449,e6d70c9b-0c38-4a21-8009-0d3f70a9819c,https://api.elsevier.com/content/abstract/scopus_id/85192910970,SCOPUS_ID:85192910970,COVID-19 vaccination strategies in Africa: A scoping review of the use of mathematical models to inform policy,10.1111/tmi.13994,0
b380bcf0-2670-453c-977a-73121269c1c7,789f3393-18d9-463b-89b5-03ec4a2402f2,296cf660-80d8-487c-a0f0-c4ba32d14c7a,https://api.elsevier.com/content/abstract/scopus_id/85192058078,SCOPUS_ID:85192058078,The evolution of net zero emissions research: A bibliometric investigation,10.1016/j.sciaf.2024.e02228,0
0d206a5e-bd1b-4d29-b3bb-8716a5b4a6fe,cb6e5ae5-7a53-4045-af79-d4ed33ab6d1a,14c16701-2801-4e58-9527-d37513389c61,https://api.elsevier.com/content/abstract/scopus_id/85181240523,SCOPUS_ID:85181240523,In search of religious individuals’ career success pattern: “to be rich but not only for me”,10.1007/s13520-023-00188-z,0
0d206a5e-bd1b-4d29-b3bb-8716a5b4a6fe,cb6e5ae5-7a53-4045-af79-d4ed33ab6d1a,5b224e02-a3df-49b5-a7ec-ac3bd19f9d53,https://api.elsevier.com/content/abstract/scopus_id/85181240523,SCOPUS_ID:85181240523,In search of religious individuals’ career success pattern: “to be rich but not only for me”,10.1007/s13520-023-00188-z,0
da6aa78c-f0f7-4d3b-9615-4288822dbfaa,1e1ce1fa-f575-45f5-9043-18797bec29de,d2f64085-e2ac-4329-80e8-007f550ed5c4,https://api.elsevier.com/content/abstract/scopus_id/85194889867,SCOPUS_ID:85194889867,Cross-border political competition,10.1371/journal.pone.0297731,1
da6aa78c-f0f7-4d3b-9615-4288822dbfaa,1e1ce1fa-f575-45f5-9043-18797bec29de,6fc204ea-fcfc-469e-a585-ee8220f3f0bc,https://api.elsevier.com/content/abstract/scopus_id/85194889867,SCOPUS_ID:85194889867,Cross-border political competition,10.1371/journal.pone.0297731,1
6e7e0590-9a46-4c32-9224-4bac889255c7,a4bd6092-7d63-44b0-96f0-5f07197edf5c,3ec74318-3c69-4f62-8011-5749e608c5ad,https://api.elsevier.com/content/abstract/scopus_id/85186203762,SCOPUS_ID:85186203762,Inequalities in educational achievement: Effect of individuals’ capabilities &amp; social identity,10.1016/j.jpolmod.2024.02.001,0
c1c80b27-cb55-4d31-bd5a-ae04eea82e4f,3584efc5-27cf-4216-ae12-1fbd3ddfa19f,bfaf4475-897e-4313-ac87-6dd157959836,https://api.elsevier.com/content/abstract/scopus_id/85180357769,SCOPUS_ID:85180357769,Analysis of insurance entrepreneurship as a hedge in times of crisis: a literature review,10.1016/j.stae.2023.100065,4
